"info__year","info__version","info__description","info__contributor","info__url","info__date_created","licenses__id","licenses__url","licenses__name","categories__id","categories__name","categories__supercategory","images__id","images__license","images__file_name","images__height","images__width","images__date_captured","annotations__id","annotations__image_id","annotations__category_id","annotations__bbox__001","annotations__bbox__002","annotations__bbox__003","annotations__bbox__004","annotations__area","annotations__iscrowd"
"","","","","","","","","","","","","124","1","136_jpg.rf.78ee474069c1cf747081a3f5a939dc1f.jpg","161","312","2022-12-09T13:35:51+00:00","124","38","4","105","27","54.23","139.08","7542.308","0"
"","","","","","","","","","","","","125","1","man-wheelchair-asks-alms-drivers-600w-1999291577_jpg.rf.7a1fa038fe8e36bb55e75dc4620f8a85.jpg","420","600","2022-12-09T13:35:51+00:00","125","39","3","591","250","13.35","38.24","510.504","0"
"","","","","","","","","","","","","126","1","merlin_174374607_0c500fc4-42c8-4ab5-9007-b86805ca1319-videoSixteenByNine3000_jpeg.rf.76d2803564c88ac871ff7c4416507c5c.jpg","1687","3000","2022-12-09T13:35:51+00:00","126","39","3","485","259","22.2","50","1110","0"
"","","","","","","","","","","","","127","1","bandung-west-java2017-man-photographs-600w-1708202158_jpg.rf.791fe1c8ef1bd81e031fef3c2a10698f.jpg","420","600","2022-12-09T13:35:51+00:00","127","39","3","463","252","23.97","51.76","1240.687","0"
"","","","","","","","","","","","","128","1","c_312_jpg.rf.779c4d9d7d7deb9c3b99d7d006fb920a.jpg","157","321","2022-12-09T13:35:51+00:00","128","39","3","436","262","24.56","42.94","1054.606","0"
"","","","","","","","","","","","","129","1","15_jpg.rf.7a8d958d3ac972ddb4d392875d7a8fce.jpg","192","262","2022-12-09T13:35:51+00:00","129","40","4","56","45","120","230.65","27678","0"
"","","","","","","","","","","","","130","1","istockphoto-1053812960-612x612_jpg.rf.79989df20242c444451c2f21dfbf0b92.jpg","408","612","2022-12-09T13:35:51+00:00","130","41","4","161","1","232.33","287","66678.71","0"
"","","","","","","","","","","","","131","1","c_36_jpg.rf.7aa052f85af357553946a02d015f0d87.jpg","320","480","2022-12-09T13:35:51+00:00","131","41","4","64","0","201.98","247.67","50024.387","0"
"","","","","","","","","","","","","132","1","gettyimages-1277621737-612x612_jpg.rf.7ae18146685d53cabf2158a4ea9106ec.jpg","459","612","2022-12-09T13:35:51+00:00","132","42","4","131","3","893","631","563483","0"
"","","","","","","","","","","","","133","1","21_jpg.rf.74b6251aabec1ad611454cabff6b5bbc.jpg","288","480","2022-12-09T13:35:51+00:00","133","43","3","42","212","8.9","23.77","211.553","0"
"","","","","","","","","","","","","134","1","None1092_jpg.rf.7a8fea6f558bce4d735fe6290182c21e.jpg","667","1000","2022-12-09T13:35:51+00:00","134","43","3","51","213","7.32","18.46","135.127","0"
"","","","","","","","","","","","","135","1","20th-august-2017-melbourne-australia-600w-1130171648_jpg.rf.7b5b2f96f4af5e08721cbe569d8cff4a.jpg","420","600","2022-12-09T13:35:51+00:00","135","43","3","69","210","8.92","22.65","202.038","0"
"","","","","","","","","","","","","136","1","s_280_jpg.rf.7c3a43b6ae9c96a028481da6afbc51a8.jpg","188","283","2022-12-09T13:35:51+00:00","136","43","3","93","213","9.88","19.91","196.711","0"
"","","","","","","","","","","","","137","1","77_jpg.rf.7ae9c56df0f5a5d8d9adf3087d333feb.jpg","183","275","2022-12-09T13:35:51+00:00","137","43","3","101","212","9.59","19.38","185.854","0"
"","","","","","","","","","","","","138","1","d_293_jpg.rf.7c5611ff3f8193b9c3d0b3c57470bede.jpg","320","479","2022-12-09T13:35:51+00:00","138","43","3","172","190","21.27","63.5","1350.645","0"
"","","","","","","","","","","","","139","1","dreamstime_m_161101845_jpeg.rf.7bd7f35ac38200680e68e5e76067a57a.jpg","1479","2026","2022-12-09T13:35:51+00:00","139","43","3","206","188","22.1","75.01","1657.721","0"
"","","","","","","","","","","","","140","1","d_346_jpg.rf.7d5047df03d873e854180ac2d7297576.jpg","612","515","2022-12-09T13:35:51+00:00","140","43","3","223","180","24.3","79.9","1941.57","0"
"","","","","","","","","","","","","141","1","istockphoto-1179580738-612x612_jpeg.rf.7d5311cd290810dbaf5f3677e1ea2d22.jpg","408","612","2022-12-09T13:35:51+00:00","141","43","3","261","179","28.48","79.51","2264.445","0"
"","","","","","","","","","","","","142","1","istockphoto-607476846-612x612_jpeg.rf.7c3c913ba37b532cf4948db849aacf2d.jpg","408","612","2022-12-09T13:35:51+00:00","142","43","3","295","185","23.83","68.42","1630.449","0"
"","","","","","","","","","","","","143","1","s_288_jpg.rf.7d0179eb147008ba666b228b949466ab.jpg","107","160","2022-12-09T13:35:51+00:00","143","43","3","326","173","42.72","95.62","4084.886","0"
"","","","","","","","","","","","","144","1","c_401_jpg.rf.7d7fbfdb7cb646dbaaafdd9cfc9dcec2.jpg","320","269","2022-12-09T13:35:51+00:00","144","43","4","345","194","71.9","83.8","6025.22","0"
"","","","","","","","","","","","","145","1","None1201_jpg.rf.7dee74834c125b417622f0a993f4e370.jpg","339","509","2022-12-09T13:35:51+00:00","145","43","2","583","160","28.95","129.41","3746.419","0"
"","","","","","","","","","","","","146","1","s_274_jpg.rf.7d84dc74de0f32e2321a872bf2c016d3.jpg","185","278","2022-12-09T13:35:51+00:00","146","43","2","561","157","35.95","135.99","4888.841","0"
"","","","","","","","","","","","","147","1","133_jpg.rf.7db18c3de99d6333914727c1e5d2974f.jpg","225","225","2022-12-09T13:35:51+00:00","147","44","1","249","71","102.5","330.88","33915.2","0"
"","","","","","","","","","","","","148","1","sochi-russia-26-sep-2020-600w-1841588995_jpg.rf.7e71bdd3172d49b2d5ac811fb099d53b.jpg","420","600","2022-12-09T13:35:51+00:00","148","44","1","335","64","137.59","343.63","47280.052","0"
"","","","","","","","","","","","","149","1","c_228_jpg.rf.7fccb4f5fba595497ae66d79215e70dd.jpg","320","480","2022-12-09T13:35:51+00:00","149","45","3","31","55","98.59","262","25830.58","0"
"","","","","","","","","","","","","150","1","138_jpg.rf.7ef6d4e3a083b4851669390ff9edf7c7.jpg","275","183","2022-12-09T13:35:51+00:00","150","45","2","146","53","133.89","405.66","54313.817","0"
"","","","","","","","","","","","","151","1","d_354_jpg.rf.7f8db27cc0eb4feeedea0151c223e491.jpg","408","612","2022-12-09T13:35:51+00:00","151","45","2","271","79","155.19","380.33","59023.413","0"
"","","","","","","","","","","","","152","1","167_jpg.rf.7d1c4014e4a657165199cf31ff920da2.jpg","180","297","2022-12-09T13:35:51+00:00","152","45","2","276","44","52.07","125.47","6533.223","0"
"","","","","","","","","","","","","153","1","d_323_jpg.rf.7fb94dfebdcbff0177157e77c4e231a7.jpg","408","612","2022-12-09T13:35:51+00:00","153","45","3","138","60","40.57","108.95","4420.101","0"
"","","","","","","","","","","","","154","1","istockphoto-522330823-612x612_jpeg.rf.800f757c338b2671ddc12430a220cf56.jpg","408","612","2022-12-09T13:35:51+00:00","154","45","3","165","40","42.18","108.99","4597.198","0"
"","","","","","","","","","","","","155","1","istockphoto-547039044-612x612_jpeg.rf.7c2eb72366af7a0bebc2fd20b05f683a.jpg","408","612","2022-12-09T13:35:51+00:00","155","45","3","8","40","32.05","96.34","3087.697","0"
"","","","","","","","","","","","","156","1","old-woman-walking-along-slippery-600w-2064689483_jpg.rf.8001ac238dbc6ae10d154ac471fe6dd8.jpg","420","600","2022-12-09T13:35:51+00:00","156","45","3","26","42","28.15","77.94","2194.011","0"
"","","","","","","","","","","","","157","1","None1423_jpg.rf.7bacebc83d49a25a827af773412428a2.jpg","666","1000","2022-12-09T13:35:51+00:00","157","45","2","347","46","41.65","101.08","4209.982","0"
"","","","","","","","","","","","","158","1","s_26_jpg.rf.7fcf581b4261a180424b78f718390174.jpg","550","1140","2022-12-09T13:35:51+00:00","158","45","3","120","33","41.34","127.84","5284.906","0"
"","","","","","","","","","","","","159","1","s_337_jpg.rf.7df0d57626d7d96ba7f5c0e27dd34b3b.jpg","173","260","2022-12-09T13:35:51+00:00","159","45","3","94","51","36.82","108.76","4004.543","0"
"","","","","","","","","","","","","160","1","old-lady-returns-winter-walk-600w-2097166249_jpg.rf.80b561a4d01e357b00634334dce13ec5.jpg","358","600","2022-12-09T13:35:51+00:00","160","46","1","23","58","93.11","182.86","17026.095","0"
"","","","","","","","","","","","","161","1","istockphoto-1295048097-612x612_jpeg.rf.81096c6ef7a435815e2e9dcc846b7ac7.jpg","408","612","2022-12-09T13:35:51+00:00","161","46","1","297","74","102.72","180","18489.6","0"
"","","","","","","","","","","","","162","1","soest-netherlands-april-11-2016-600w-1599258625_jpg.rf.7e807f4462c0da55d04927f26488eff0.jpg","620","401","2022-12-09T13:35:51+00:00","162","46","1","176","52","77.52","191.43","14839.654","0"
"","","","","","","","","","","","","163","1","istockphoto-576594540-612x612_jpeg.rf.80d5f2b43591be2ad47a7f6135dfd9f3.jpg","419","612","2022-12-09T13:35:51+00:00","163","46","1","102","61","107.82","188.72","20347.79","0"
"","","","","","","","","","","","","164","1","gettyimages-558950375-612x612_jpg.rf.80b41ae12109db0f3daa22aeb9fd23ce.jpg","408","612","2022-12-09T13:35:51+00:00","164","46","1","232","100","99.09","148.67","14731.71","0"
"","","","","","","","","","","","","165","1","gettyimages-1166891860-612x612_jpg.rf.8128cc3932afe58cad74768fbf219032.jpg","408","612","2022-12-09T13:35:51+00:00","165","47","4","80","24","55","127","6985","0"
"","","","","","","","","","","","","166","1","istockphoto-1285791401-612x612_jpeg.rf.7fe514d06a3c19397d747d6e3be26a4c.jpg","408","612","2022-12-09T13:35:51+00:00","166","47","3","136","24","36.16","120.27","4348.963","0"
"","","","","","","","","","","","","167","1","istockphoto-468978823-612x612_jpeg.rf.81c53c667f31076e7d2a5b06f93cc2a4.jpg","407","612","2022-12-09T13:35:51+00:00","167","48","4","21","14","930","851","791430","0"
"","","","","","","","","","","","","168","1","101_jpg.rf.801d4d287e58e02eb1c964ac5edfbc77.jpg","320","479","2022-12-09T13:35:51+00:00","168","49","1","593","54","183.79","396","72780.84","0"
"","","","","","","","","","","","","169","1","c_57_jpg.rf.81995a184e33cefb08181a4113e08043.jpg","270","480","2022-12-09T13:35:51+00:00","169","49","1","426","67","171.17","382.66","65499.912","0"
"","","","","","","","","","","","","170","1","istockphoto-599988758-612x612_jpeg.rf.818cb5b2f68f15bcfcde7f51d61f3a26.jpg","525","612","2022-12-09T13:35:51+00:00","170","49","1","313","82","122.54","352","43134.08","0"
"","","","","","","","","","","","","171","1","russia-moscow-old-couple-holding-hands-walking-pedestrian-crossing-concept-active-age-hobbies-travel-tourists-aged-elderly-170399551_jpeg.rf.817b4a9ada7a3623afaf80ae7d06cf29.jpg","533","800","2022-12-09T13:35:51+00:00","171","49","1","79","91","113.93","342","38964.06","0"
"","","","","","","","","","","","","172","1","s_247_jpg.rf.82904280d49961ea896d38580e2433e6.jpg","193","291","2022-12-09T13:35:51+00:00","172","49","3","145","2","304.35","448.04","136360.974","0"
"","","","","","","","","","","","","173","1","istockphoto-1344773949-612x612_jpeg.rf.81deae8d0f91207269f097e8832cd0ec.jpg","453","612","2022-12-09T13:35:51+00:00","173","50","3","579","136","158.79","321.82","51101.798","0"
"","","","","","","","","","","","","174","1","istockphoto-172181414-612x612_jpg.rf.8219d4ddfa5632010ecbc4c31820f5ed.jpg","408","612","2022-12-09T13:35:51+00:00","174","50","1","129","171","138.06","377.27","52085.896","0"
"","","","","","","","","","","","","175","1","None1130_jpg.rf.829ae89bbda17007a374a7ba878cf61d.jpg","339","509","2022-12-09T13:35:51+00:00","175","51","1","330","0","124.03","271.76","33706.393","0"
"","","","","","","","","","","","","176","1","d_347_jpg.rf.806e0b0ae481da4c8161c8a79fd19483.jpg","408","612","2022-12-09T13:35:51+00:00","176","51","1","182","0","98.08","239.41","23481.333","0"
"","","","","","","","","","","","","177","1","istockphoto-1282962426-612x612_jpeg.rf.8426531d6d8136865d4422b04d5fcfd3.jpg","408","612","2022-12-09T13:35:51+00:00","177","51","3","238","0","127.15","251.76","32011.284","0"
"","","","","","","","","","","","","178","1","c_92_jpg.rf.81902ff7a2a81452bb4f0bf115d5e30c.jpg","320","480","2022-12-09T13:35:51+00:00","178","52","3","135","273","136.06","348.75","47450.925","0"
"","","","","","","","","","","","","179","1","None2361_jpg.rf.84259aaafc46208b9f22515beab4e5c5.jpg","630","1200","2022-12-09T13:35:51+00:00","179","52","3","338","298","114.76","286.25","32850.05","0"
"","","","","","","","","","","","","180","1","None1771_jpg.rf.8431a2421f409a519e3795e60ef19212.jpg","1350","2400","2022-12-09T13:35:51+00:00","180","52","2","404","219","227.22","558.75","126959.175","0"
"","","","","","","","","","","","","181","1","105_jpg.rf.84f00f90d24f6815fa4c609e8c66874c.jpg","207","244","2022-12-09T13:35:51+00:00","181","53","1","331","15","101.91","159.59","16263.817","0"
"","","","","","","","","","","","","182","1","istockphoto-1202311961-612x612_jpeg.rf.8207cc4efa83809a601681a3692a59bc.jpg","408","612","2022-12-09T13:35:51+00:00","182","53","1","224","25","103.46","152.96","15825.242","0"
"","","","","","","","","","","","","183","1","c_341_jpg.rf.84a816fe3b927686a513c2e7e52986fe.jpg","187","270","2022-12-09T13:35:51+00:00","183","53","1","183","31","74.03","150","11104.5","0"
"","","","","","","","","","","","","184","1","istockphoto-1327207115-612x612_jpeg.rf.856c4d069eeffb6bbb327c0dcc1a10da.jpg","408","612","2022-12-09T13:35:51+00:00","184","53","1","103","20","99.57","151.48","15082.864","0"
"","","","","","","","","","","","","185","1","istockphoto-1278561217-612x612_jpeg.rf.83c9c002389bb17e0d3f91f0bd242c3a.jpg","408","612","2022-12-09T13:35:51+00:00","185","54","2","81","37","261.65","370.94","97056.451","0"
"","","","","","","","","","","","","186","1","c_507_jpg.rf.85d86092523949f1429dc87d0cfaf6c2.jpg","300","480","2022-12-09T13:35:51+00:00","186","55","1","161","30","50.45","112.82","5691.769","0"
"","","","","","","","","","","","","187","1","234_jpg.rf.83aef272e48a0faa706b9615f2da3238.jpg","175","287","2022-12-09T13:35:51+00:00","187","56","1","1292","440","391.6","603.33","236264.028","0"
"","","","","","","","","","","","","188","1","nef-johner2510678_jpeg.rf.834bda861379ee81642aac06d7298659.jpg","467","640","2022-12-09T13:35:51+00:00","188","56","3","866","255","402.96","786.67","316996.543","0"
"","","","","","","","","","","","","189","1","disabled-person-wheelchair-on-sunny-600w-2166083139_jpg.rf.8603426130748e6f17de6096231548a3.jpg","420","600","2022-12-09T13:35:51+00:00","189","57","2","96","76","103.76","353.85","36715.476","0"
"","","","","","","","","","","","","190","1","s_204_jpg.rf.861580669b961150177b0c81344e599d.jpg","142","474","2022-12-09T13:35:51+00:00","190","57","2","201","72","102.96","343.08","35323.517","0"
"","","","","","","","","","","","","191","1","gettyimages-76845863-612x612_jpg.rf.8651ed049ba78247d2958d07138fe6a2.jpg","459","612","2022-12-09T13:35:51+00:00","191","58","2","189","31","57.45","153.86","8839.257","0"
"","","","","","","","","","","","","192","1","gettyimages-97762159-612x612_jpg.rf.8684e4b21baf983fba99ab043003f5b6.jpg","408","612","2022-12-09T13:35:51+00:00","192","58","2","121","35","73.96","139.43","10312.243","0"
"","","","","","","","","","","","","193","1","milan-italy-april-23-2020-600w-1712190235_jpg.rf.85504205721dd24d6dd6bb49b00dc258.jpg","358","600","2022-12-09T13:35:51+00:00","193","59","1","361","86","84.15","179.05","15067.058","0"
"","","","","","","","","","","","","194","1","victoria-seychelles-january-6-2020-600w-1711393546_jpg.rf.84e58b15cc5dba845b9a892c63293ca3.jpg","421","600","2022-12-09T13:35:51+00:00","194","59","1","179","95","66.1","171.43","11331.523","0"
"","","","","","","","","","","","","195","1","istockphoto-1128016986-612x612_jpeg.rf.8641733914451e5dfd7f7d539378385d.jpg","408","612","2022-12-09T13:35:51+00:00","195","59","1","72","100","63.27","157.14","9942.248","0"
"","","","","","","","","","","","","196","1","portrait-blind-man-cane-disabled-dog-leash-golden-retriever-his-best-friend-helpless-guy-assisted-191701024_jpeg.rf.86db8b816797c10b31b3bfafd3d8a696.jpg","900","598","2022-12-09T13:35:51+00:00","196","59","1","135","109","43.74","147.14","6435.904","0"
"","","","","","","","","","","","","197","1","istockphoto-1395524808-612x612_jpg.rf.8664219af881deafc8bc3dc91e02cfed.jpg","408","612","2022-12-09T13:35:51+00:00","197","60","4","427","220","155","297.14","46056.7","0"
"","","","","","","","","","","","","198","1","istockphoto-909375114-612x612_jpeg.rf.83fe04508f58c3fa91f66850bfae71b6.jpg","408","612","2022-12-09T13:35:51+00:00","198","60","3","279","154","147.34","355","52305.7","0"
"","","","","","","","","","","","","199","1","girl-boy-backpacks-carefully-cross-600w-2027011001_jpg.rf.8408c057285a009c413dea73b95a1e7b.jpg","420","600","2022-12-09T13:35:51+00:00","199","61","4","200","42","167.18","347.94","58168.609","0"
"","","","","","","","","","","","","200","1","s_160_jpg.rf.8495a528fe798158d026173c66025919.jpg","384","640","2022-12-09T13:35:51+00:00","200","62","4","557","504","155.07","421.99","65437.989","0"
"","","","","","","","","","","","","201","1","c_63_jpg.rf.85959472c4b2857fdd812b635445dc9c.jpg","320","480","2022-12-09T13:35:51+00:00","201","62","2","413","502","137.63","410","56428.3","0"
"","","","","","","","","","","","","202","1","sarsai_3_jpg.rf.771d8f5a64745bb5f7257822f57198dd.jpg","2832","4240","2022-12-09T13:35:51+00:00","202","63","3","380","103","106.09","251.25","26655.112","0"
"","","","","","","","","","","","","203","1","people-walking-their-dogs-coast-walkway-vodice-croatia-july-elderly-woman-walk-sticks-her-dog-dirt-253680235_jpeg.rf.86de86318538f34f6242f0e43a17c6a2.jpg","900","600","2022-12-09T13:35:51+00:00","203","63","2","68","99","96.79","232.5","22503.675","0"
"","","","","","","","","","","","","204","1","blind-mature-man-guide-dog-600w-1506490247_jpg.rf.875caf0a6646f20392c0d2dbfd06f826.jpg","420","600","2022-12-09T13:35:51+00:00","204","63","3","224","136","81.76","213.13","17425.509","0"
"","","","","","","","","","","","","205","1","istockphoto-1199914924-612x612_jpeg.rf.8884c8adb4725035953ad52a18fce95d.jpg","408","612","2022-12-09T13:35:51+00:00","205","63","3","146","128","26.79","63.75","1707.862","0"
"","","","","","","","","","","","","206","1","None1413_jpg.rf.8732cf4697e9959fc32fdafd62075e25.jpg","522","800","2022-12-09T13:35:51+00:00","206","64","3","271","6","85.34","277.73","23701.478","0"
"","","","","","","","","","","","","207","1","young-news-correspondent-rushing-breaking-600w-161251988_jpg.rf.88a020681a0a88a0fffceb004c38ec2f.jpg","420","600","2022-12-09T13:35:51+00:00","207","64","1","145","92","132.23","205.45","27166.653","0"
